Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
Quintana Roo,45 a 49 años,"2,005","22,306","21,289","43,595"
Quintana Roo,50 a 54 años,"2,005","16,898","15,794","32,692"
Quintana Roo,55 a 59 años,"2,005","11,898","11,102","23,000"
Quintana Roo,60 a 64 años,"2,005","8,388","8,026","16,414"
Quintana Roo,65 a 69 años,"2,005","5,559","5,286","10,845"
Quintana Roo,70 a 74 años,"2,005","3,713","3,513","7,226"
Quintana Roo,No especificado,"2,005","68,503","68,437","136,940"
Quintana Roo,75 años y más,"2,005","5,071","4,607","9,678"
San Luis Potosí,0 a 4 años,"2,005","128,094","125,486","253,580"
San Luis Potosí,05 a 9 años,"2,005","135,091","131,221","266,312"
San Luis Potosí,10 a 14 años,"2,005","144,282","141,115","285,397"
San Luis Potosí,15 a 19 años,"2,005","121,587","125,571","247,158"
San Luis Potosí,20 a 24 años,"2,005","91,177","107,385","198,562"
San Luis Potosí,25 a 29 años,"2,005","79,474","94,375","173,849"
San Luis Potosí,30 a 34 años,"2,005","79,159","92,224","171,383"
San Luis Potosí,35 a 39 años,"2,005","72,725","83,142","155,867"
San Luis Potosí,40 a 44 años,"2,005","63,383","71,155","134,538"
San Luis Potosí,45 a 49 años,"2,005","53,881","59,400","113,281"
San Luis Potosí,50 a 54 años,"2,005","44,537","47,851","92,388"
San Luis Potosí,55 a 59 años,"2,005","35,625","37,651","73,276"
San Luis Potosí,60 a 64 años,"2,005","31,164","34,144","65,308"
San Luis Potosí,65 a 69 años,"2,005","24,723","26,549","51,272"
San Luis Potosí,70 a 74 años,"2,005","19,645","20,764","40,409"
San Luis Potosí,No especificado,"2,005","11,747","11,742","23,489"
San Luis Potosí,75 años y más,"2,005","31,014","33,331","64,345"
Sinaloa,0 a 4 años,"2,005","124,872","120,035","244,907"
Sinaloa,05 a 9 años,"2,005","133,821","128,718","262,539"
Sinaloa,10 a 14 años,"2,005","139,909","135,270","275,179"
Sinaloa,15 a 19 años,"2,005","129,543","127,081","256,624"
Sinaloa,20 a 24 años,"2,005","108,293","111,886","220,179"
Sinaloa,25 a 29 años,"2,005","95,435","101,493","196,928"
Sinaloa,30 a 34 años,"2,005","95,801","101,288","197,089"
Sinaloa,35 a 39 años,"2,005","85,905","91,138","177,043"
Sinaloa,40 a 44 años,"2,005","74,352","79,821","154,173"
Sinaloa,45 a 49 años,"2,005","62,475","67,654","130,129"
Sinaloa,50 a 54 años,"2,005","52,869","55,103","107,972"
Sinaloa,55 a 59 años,"2,005","42,299","42,576","84,875"
Sinaloa,60 a 64 años,"2,005","36,009","35,702","71,711"
Sinaloa,65 a 69 años,"2,005","26,831","26,952","53,783"
Sinaloa,70 a 74 años,"2,005","19,176","19,007","38,183"
Sinaloa,No especificado,"2,005","39,955","39,852","79,807"
Sinaloa,75 años y más,"2,005","27,072","30,249","57,321"
Sonora,0 a 4 años,"2,005","119,774","115,162","234,936"
Sonora,05 a 9 años,"2,005","124,307","118,943","243,250"
Sonora,10 a 14 años,"2,005","122,616","118,285","240,901"
Sonora,15 a 19 años,"2,005","112,152","109,440","221,592"
Sonora,20 a 24 años,"2,005","100,958","100,966","201,924"
Sonora,25 a 29 años,"2,005","94,060","96,559","190,619"
Sonora,30 a 34 años,"2,005","95,041","96,692","191,733"
Sonora,35 a 39 años,"2,005","84,559","86,518","171,077"
Sonora,40 a 44 años,"2,005","72,883","74,581","147,464"
Sonora,45 a 49 años,"2,005","61,981","63,557","125,538"
Sonora,50 a 54 años,"2,005","49,577","50,271","99,848"
Sonora,55 a 59 años,"2,005","37,298","37,506","74,804"
Sonora,60 a 64 años,"2,005","30,129","31,375","61,504"
Sonora,65 a 69 años,"2,005","23,795","24,567","48,362"
Sonora,70 a 74 años,"2,005","16,664","17,120","33,784"
Sonora,No especificado,"2,005","30,074","29,878","59,952"
Sonora,75 años y más,"2,005","22,286","25,287","47,573"
Tabasco,0 a 4 años,"2,005","103,987","100,340","204,327"
Tabasco,05 a 9 años,"2,005","105,980","102,925","208,905"
Tabasco,10 a 14 años,"2,005","112,052","110,115","222,167"
Tabasco,15 a 19 años,"2,005","103,853","106,202","210,055"
Tabasco,20 a 24 años,"2,005","88,521","99,963","188,484"
Tabasco,25 a 29 años,"2,005","77,246","89,581","166,827"
Tabasco,30 a 34 años,"2,005","71,854","81,116","152,970"
Tabasco,35 a 39 años,"2,005","67,085","72,087","139,172"
Tabasco,40 a 44 años,"2,005","57,310","58,973","116,283"
Tabasco,45 a 49 años,"2,005","46,877","47,354","94,231"
Tabasco,50 a 54 años,"2,005","37,257","37,162","74,419"
Tabasco,55 a 59 años,"2,005","26,778","26,479","53,257"
Tabasco,60 a 64 años,"2,005","21,273","21,815","43,088"
Tabasco,65 a 69 años,"2,005","15,783","16,417","32,200"
Tabasco,70 a 74 años,"2,005","12,516","12,147","24,663"
Tabasco,No especificado,"2,005","11,855","11,924","23,779"
Tabasco,75 años y más,"2,005","17,558","17,584","35,142"
Tamaulipas,0 a 4 años,"2,005","149,599","145,141","294,740"
Tamaulipas,05 a 9 años,"2,005","150,744","144,554","295,298"
Tamaulipas,10 a 14 años,"2,005","147,498","142,904","290,402"
Tamaulipas,15 a 19 años,"2,005","138,074","136,171","274,245"
Tamaulipas,20 a 24 años,"2,005","131,056","136,588","267,644"
Tamaulipas,25 a 29 años,"2,005","122,825","130,489","253,314"
Tamaulipas,30 a 34 años,"2,005","120,474","127,970","248,444"
Tamaulipas,35 a 39 años,"2,005","108,728","114,317","223,045"
Tamaulipas,40 a 44 años,"2,005","90,750","94,405","185,155"
Tamaulipas,45 a 49 años,"2,005","73,401","77,374","150,775"
Tamaulipas,50 a 54 años,"2,005","58,365","61,165","119,530"
Tamaulipas,55 a 59 años,"2,005","43,967","47,513","91,480"
Tamaulipas,60 a 64 años,"2,005","36,895","40,539","77,434"
Tamaulipas,65 a 69 años,"2,005","28,743","31,836","60,579"
Tamaulipas,70 a 74 años,"2,005","21,037","23,223","44,260"
Tamaulipas,No especificado,"2,005","42,474","42,216","84,690"
Tamaulipas,75 años y más,"2,005","28,943","34,260","63,203"
Tlaxcala,0 a 4 años,"2,005","58,574","56,380","114,954"
Tlaxcala,05 a 9 años,"2,005","58,160","56,079","114,239"
Tlaxcala,10 a 14 años,"2,005","60,021","58,429","118,450"
Tlaxcala,15 a 19 años,"2,005","53,846","54,408","108,254"
Tlaxcala,20 a 24 años,"2,005","46,429","53,251","99,680"
Tlaxcala,25 a 29 años,"2,005","40,707","47,971","88,678"
Tlaxcala,30 a 34 años,"2,005","37,734","44,140","81,874"
Tlaxcala,35 a 39 años,"2,005","33,984","38,715","72,699"
Tlaxcala,40 a 44 años,"2,005","28,186","31,391","59,577"
Tlaxcala,45 a 49 años,"2,005","22,995","25,799","48,794"
Tlaxcala,50 a 54 años,"2,005","18,030","19,895","37,925"
Tlaxcala,55 a 59 años,"2,005","13,902","14,855","28,757"
Tlaxcala,60 a 64 años,"2,005","11,552","12,585","24,137"
Tlaxcala,65 a 69 años,"2,005","8,873","10,016","18,889"
Tlaxcala,70 a 74 años,"2,005","6,904","7,672","14,576"
Tlaxcala,No especificado,"2,005","5,752","5,768","11,520"
Tlaxcala,75 años y más,"2,005","11,828","13,376","25,204"
Veracruz de Ignacio de la Llave,0 a 4 años,"2,005","344,371","332,531","676,902"
Veracruz de Ignacio de la Llave,05 a 9 años,"2,005","366,110","354,590","720,700"
Veracruz de Ignacio de la Llave,10 a 14 años,"2,005","401,867","389,243","791,110"
Veracruz de Ignacio de la Llave,15 a 19 años,"2,005","351,004","359,163","710,167"
Veracruz de Ignacio de la Llave,20 a 24 años,"2,005","269,012","313,236","582,248"
Veracruz de Ignacio de la Llave,25 a 29 años,"2,005","232,501","285,327","517,828"
Veracruz de Ignacio de la Llave,30 a 34 años,"2,005","234,539","282,291","516,830"
Veracruz de Ignacio de la Llave,35 a 39 años,"2,005","229,601","266,994","496,595"
Veracruz de Ignacio de la Llave,40 a 44 años,"2,005","203,928","228,764","432,692"
Veracruz de Ignacio de la Llave,45 a 49 años,"2,005","175,365","194,246","369,611"
Veracruz de Ignacio de la Llave,50 a 54 años,"2,005","148,137","162,419","310,556"
Veracruz de Ignacio de la Llave,55 a 59 años,"2,005","119,097","128,653","247,750"
Veracruz de Ignacio de la Llave,60 a 64 años,"2,005","100,645","110,867","211,512"
Veracruz de Ignacio de la Llave,65 a 69 años,"2,005","75,256","84,545","159,801"
Veracruz de Ignacio de la Llave,70 a 74 años,"2,005","57,509","63,955","121,464"
Veracruz de Ignacio de la Llave,No especificado,"2,005","31,263","31,402","62,665"
Veracruz de Ignacio de la Llave,75 años y más,"2,005","83,174","98,609","181,783"
Yucatán,0 a 4 años,"2,005","85,966","83,609","169,575"
Yucatán,05 a 9 años,"2,005","89,687","86,804","176,491"
Yucatán,10 a 14 años,"2,005","95,354","92,695","188,049"
Yucatán,15 a 19 años,"2,005","91,950","92,010","183,960"
Yucatán,20 a 24 años,"2,005","84,185","87,365","171,550"
Yucatán,25 a 29 años,"2,005","71,543","75,930","147,473"
Yucatán,30 a 34 años,"2,005","67,053","72,422","139,475"
Yucatán,35 a 39 años,"2,005","56,944","61,267","118,211"
Yucatán,40 a 44 años,"2,005","49,655","53,471","103,126"
Yucatán,45 a 49 años,"2,005","41,778","45,119","86,897"
Yucatán,50 a 54 años,"2,005","36,800","40,100","76,900"
Yucatán,55 a 59 años,"2,005","30,238","31,656","61,894"
Yucatán,60 a 64 años,"2,005","23,013","25,223","48,236"
Yucatán,65 a 69 años,"2,005","18,600","19,647","38,247"
Yucatán,70 a 74 años,"2,005","13,928","14,494","28,422"
Yucatán,No especificado,"2,005","16,179","16,092","32,271"
Yucatán,75 años y más,"2,005","23,689","24,482","48,171"
Zacatecas,0 a 4 años,"2,005","73,032","70,798","143,830"
Zacatecas,05 a 9 años,"2,005","75,506","73,307","148,813"
Zacatecas,10 a 14 años,"2,005","79,335","76,942","156,277"
Zacatecas,15 a 19 años,"2,005","70,292","75,057","145,349"
Zacatecas,20 a 24 años,"2,005","50,280","62,229","112,509"
Zacatecas,25 a 29 años,"2,005","44,095","55,042","99,137"
Zacatecas,30 a 34 años,"2,005","45,183","52,271","97,454"
Zacatecas,35 a 39 años,"2,005","41,641","47,890","89,531"
Zacatecas,40 a 44 años,"2,005","35,796","40,269","76,065"
Zacatecas,45 a 49 años,"2,005","29,454","33,297","62,751"
Zacatecas,50 a 54 años,"2,005","24,139","26,260","50,399"
Zacatecas,55 a 59 años,"2,005","19,586","21,051","40,637"
Zacatecas,60 a 64 años,"2,005","18,206","19,787","37,993"
Zacatecas,65 a 69 años,"2,005","14,844","15,491","30,335"
Zacatecas,70 a 74 años,"2,005","12,239","12,559","24,798"
Zacatecas,No especificado,"2,005","5,480","5,435","10,915"
Zacatecas,75 años y más,"2,005","20,225","20,674","40,899"
Aguascalientes,0 a 4 años,"2,010","61,941","59,616","121,557"
Aguascalientes,05 a 9 años,"2,010","65,572","63,302","128,874"
Aguascalientes,10 a 14 años,"2,010","62,615","61,191","123,806"
Aguascalientes,15 a 19 años,"2,010","60,636","60,792","121,428"
Aguascalientes,20 a 24 años,"2,010","51,431","54,874","106,305"
Aguascalientes,25 a 29 años,"2,010","44,568","49,036","93,604"
Aguascalientes,30 a 34 años,"2,010","41,962","46,764","88,726"
Aguascalientes,35 a 39 años,"2,010","40,569","45,685","86,254"
Aguascalientes,40 a 44 años,"2,010","34,381","38,703","73,084"
Aguascalientes,45 a 49 años,"2,010","28,420","31,778","60,198"
Aguascalientes,50 a 54 años,"2,010","23,436","26,544","49,980"
Aguascalientes,55 a 59 años,"2,010","17,960","19,583","37,543"
Aguascalientes,60 a 64 años,"2,010","13,686","15,572","29,258"
Aguascalientes,65 a 69 años,"2,010","9,895","11,109","21,004"
Aguascalientes,70 a 74 años,"2,010","6,967","8,287","15,254"
Aguascalientes,No especificado,"2,010","1,984","2,048","4,032"
Aguascalientes,75 años y más,"2,010","10,615","13,474","24,089"
Baja California,0 a 4 años,"2,010","149,167","144,067","293,234"
Baja California,05 a 9 años,"2,010","153,886","149,294","303,180"
Baja California,10 a 14 años,"2,010","155,483","149,989","305,472"
Baja California,15 a 19 años,"2,010","152,077","147,118","299,195"
Baja California,20 a 24 años,"2,010","144,597","141,882","286,479"
Baja California,25 a 29 años,"2,010","133,546","131,882","265,428"
Baja California,30 a 34 años,"2,010","132,857","131,166","264,023"
Baja California,35 a 39 años,"2,010","135,331","128,732","264,063"
Baja California,40 a 44 años,"2,010","110,722","104,327","215,049"
Baja California,45 a 49 años,"2,010","86,928","84,176","171,104"
Baja California,50 a 54 años,"2,010","68,093","68,597","136,690"
Baja California,55 a 59 años,"2,010","48,250","49,624","97,874"
Baja California,60 a 64 años,"2,010","36,151","39,078","75,229"
Baja California,65 a 69 años,"2,010","25,086","27,474","52,560"
Baja California,70 a 74 años,"2,010","17,956","19,786","37,742"
Baja California,No especificado,"2,010","18,869","18,556","37,425"
Baja California,75 años y más,"2,010","22,611","27,712","50,323"
Baja California Sur,0 a 4 años,"2,010","30,840","29,918","60,758"
Baja California Sur,05 a 9 años,"2,010","30,636","29,698","60,334"
Baja California Sur,10 a 14 años,"2,010","29,340","28,040","57,380"
Baja California Sur,15 a 19 años,"2,010","29,730","27,983","57,713"
Baja California Sur,20 a 24 años,"2,010","30,273","28,417","58,690"
Baja California Sur,25 a 29 años,"2,010","29,600","27,925","57,525"
Baja California Sur,30 a 34 años,"2,010","28,734","27,425","56,159"
Baja California Sur,35 a 39 años,"2,010","26,810","25,425","52,235"
Baja California Sur,40 a 44 años,"2,010","21,760","20,403","42,163"
Baja California Sur,45 a 49 años,"2,010","17,451","16,857","34,308"
Baja California Sur,50 a 54 años,"2,010","14,297","13,825","28,122"
Baja California Sur,55 a 59 años,"2,010","10,384","9,804","20,188"
Baja California Sur,60 a 64 años,"2,010","7,573","7,322","14,895"
Baja California Sur,65 a 69 años,"2,010","5,225","5,054","10,279"
Baja California Sur,70 a 74 años,"2,010","3,480","3,532","7,012"
Baja California Sur,No especificado,"2,010","4,682","4,655","9,337"
Baja California Sur,75 años y más,"2,010","4,618","5,310","9,928"
Campeche,0 a 4 años,"2,010","39,317","37,608","76,925"
Campeche,05 a 9 años,"2,010","39,758","38,541","78,299"
Campeche,10 a 14 años,"2,010","41,146","40,168","81,314"
Campeche,15 a 19 años,"2,010","41,693","41,227","82,920"
Campeche,20 a 24 años,"2,010","37,219","39,169","76,388"
Campeche,25 a 29 años,"2,010","32,562","35,635","68,197"
Campeche,30 a 34 años,"2,010","30,991","33,936","64,927"
Campeche,35 a 39 años,"2,010","30,049","31,847","61,896"
Campeche,40 a 44 años,"2,010","24,853","25,669","50,522"
Campeche,45 a 49 años,"2,010","21,000","21,811","42,811"
Campeche,50 a 54 años,"2,010","17,658","18,000","35,658"
Campeche,55 a 59 años,"2,010","14,154","14,162","28,316"
Campeche,60 a 64 años,"2,010","10,611","10,768","21,379"
Campeche,65 a 69 años,"2,010","7,595","7,484","15,079"
Campeche,70 a 74 años,"2,010","6,468","6,422","12,890"
Campeche,No especificado,"2,010","3,193","3,196","6,389"
Campeche,75 años y más,"2,010","9,454","9,077","18,531"
Chiapas,0 a 4 años,"2,010","273,660","266,799","540,459"
Chiapas,05 a 9 años,"2,010","280,057","274,635","554,692"
Chiapas,10 a 14 años,"2,010","279,274","270,622","549,896"
Chiapas,15 a 19 años,"2,010","262,407","267,826","530,233"
Chiapas,20 a 24 años,"2,010","207,582","230,437","438,019"
Chiapas,25 a 29 años,"2,010","170,660","195,877","366,537"
Chiapas,30 a 34 años,"2,010","157,234","178,136","335,370"
Chiapas,35 a 39 años,"2,010","145,306","162,677","307,983"
Chiapas,40 a 44 años,"2,010","119,049","127,571","246,620"
Chiapas,45 a 49 años,"2,010","103,387","109,537","212,924"
Chiapas,50 a 54 años,"2,010","85,517","88,890","174,407"
Chiapas,55 a 59 años,"2,010","69,026","68,533","137,559"
Chiapas,60 a 64 años,"2,010","54,902","55,597","110,499"
Chiapas,65 a 69 años,"2,010","38,302","40,620","78,922"
Chiapas,70 a 74 años,"2,010","34,470","34,030","68,500"
Chiapas,No especificado,"2,010","28,159","28,241","56,400"
Chiapas,75 años y más,"2,010","43,815","43,745","87,560"
Chihuahua,0 a 4 años,"2,010","163,607","159,069","322,676"
Chihuahua,05 a 9 años,"2,010","170,477","164,587","335,064"
Chihuahua,10 a 14 años,"2,010","164,749","159,912","324,661"
Chihuahua,15 a 19 años,"2,010","162,488","159,546","322,034"
Chihuahua,20 a 24 años,"2,010","142,953","142,919","285,872"
Chihuahua,25 a 29 años,"2,010","126,385","128,651","255,036"
Chihuahua,30 a 34 años,"2,010","124,137","127,167","251,304"
Chihuahua,35 a 39 años,"2,010","128,448","131,520","259,968"
Chihuahua,40 a 44 años,"2,010","109,944","112,812","222,756"
Chihuahua,45 a 49 años,"2,010","89,363","93,790","183,153"
Chihuahua,50 a 54 años,"2,010","71,988","77,081","149,069"
Chihuahua,55 a 59 años,"2,010","52,311","56,296","108,607"
Chihuahua,60 a 64 años,"2,010","42,534","47,008","89,542"
Chihuahua,65 a 69 años,"2,010","32,811","35,998","68,809"
Chihuahua,70 a 74 años,"2,010","26,273","28,146","54,419"
Chihuahua,No especificado,"2,010","51,770","51,770","103,540"
Chihuahua,75 años y más,"2,010","32,307","37,648","69,955"
Ciudad de México,0 a 4 años,"2,010","314,701","303,544","618,245"
Ciudad de México,05 a 9 años,"2,010","334,885","324,063","658,948"
Ciudad de México,10 a 14 años,"2,010","334,674","325,671","660,345"
Ciudad de México,15 a 19 años,"2,010","363,265","360,107","723,372"
Ciudad de México,20 a 24 años,"2,010","372,368","381,036","753,404"
Ciudad de México,25 a 29 años,"2,010","352,969","373,727","726,696"
Ciudad de México,30 a 34 años,"2,010","335,988","366,654","702,642"
Ciudad de México,35 a 39 años,"2,010","341,865","380,349","722,214"
Ciudad de México,40 a 44 años,"2,010","295,151","334,412","629,563"
Ciudad de México,45 a 49 años,"2,010","256,078","299,403","555,481"
Ciudad de México,50 a 54 años,"2,010","230,325","275,985","506,310"
Ciudad de México,55 a 59 años,"2,010","179,065","213,121","392,186"
Ciudad de México,60 a 64 años,"2,010","141,010","174,783","315,793"
Ciudad de México,65 a 69 años,"2,010","99,910","127,715","227,625"
Ciudad de México,70 a 74 años,"2,010","75,227","104,102","179,329"
Ciudad de México,No especificado,"2,010","98,895","99,131","198,026"
Ciudad de México,75 años y más,"2,010","107,407","173,494","280,901"
Coahuila de Zaragoza,0 a 4 años,"2,010","131,289","126,957","258,246"
Coahuila de Zaragoza,05 a 9 años,"2,010","137,858","132,878","270,736"
Coahuila de Zaragoza,10 a 14 años,"2,010","136,153","132,040","268,193"
Coahuila de Zaragoza,15 a 19 años,"2,010","132,477","129,465","261,942"
Coahuila de Zaragoza,20 a 24 años,"2,010","115,443","114,689","230,132"
Coahuila de Zaragoza,25 a 29 años,"2,010","104,230","106,006","210,236"
Coahuila de Zaragoza,30 a 34 años,"2,010","106,088","110,237","216,325"
Coahuila de Zaragoza,35 a 39 años,"2,010","103,371","108,399","211,770"
Coahuila de Zaragoza,40 a 44 años,"2,010","86,374","91,180","177,554"
Coahuila de Zaragoza,45 a 49 años,"2,010","72,906","77,365","150,271"
Coahuila de Zaragoza,50 a 54 años,"2,010","60,909","65,052","125,961"
Coahuila de Zaragoza,55 a 59 años,"2,010","46,924","48,197","95,121"
Coahuila de Zaragoza,60 a 64 años,"2,010","37,467","40,060","77,527"
Coahuila de Zaragoza,65 a 69 años,"2,010","26,827","28,840","55,667"
Coahuila de Zaragoza,70 a 74 años,"2,010","20,407","22,425","42,832"
Coahuila de Zaragoza,No especificado,"2,010","19,018","18,942","37,960"
Coahuila de Zaragoza,75 años y más,"2,010","26,456","31,462","57,918"
Colima,0 a 4 años,"2,010","29,676","28,587","58,263"
Colima,05 a 9 años,"2,010","30,334","29,535","59,869"
Colima,10 a 14 años,"2,010","30,707","28,766","59,473"
Colima,15 a 19 años,"2,010","31,543","30,780","62,323"
Colima,20 a 24 años,"2,010","29,487","30,583","60,070"
Colima,25 a 29 años,"2,010","25,994","27,142","53,136"
Colima,30 a 34 años,"2,010","24,590","25,931","50,521"
Colima,35 a 39 años,"2,010","23,868","24,995","48,863"
Colima,40 a 44 años,"2,010","20,101","21,331","41,432"
Colima,45 a 49 años,"2,010","17,505","18,307","35,812"
Colima,50 a 54 años,"2,010","15,247","15,670","30,917"
Colima,55 a 59 años,"2,010","11,581","11,720","23,301"
Colima,60 a 64 años,"2,010","8,939","9,416","18,355"
Colima,65 a 69 años,"2,010","6,765","7,041","13,806"
Colima,70 a 74 años,"2,010","4,918","5,321","10,239"
Colima,No especificado,"2,010","3,934","3,913","7,847"
Colima,75 años y más,"2,010","7,601","8,727","16,328"
Durango,0 a 4 años,"2,010","82,046","79,654","161,700"
Durango,05 a 9 años,"2,010","84,823","82,030","166,853"
Durango,10 a 14 años,"2,010","84,969","82,211","167,180"
Durango,15 a 19 años,"2,010","84,036","82,330","166,366"
Durango,20 a 24 años,"2,010","70,380","72,997","143,377"
Durango,25 a 29 años,"2,010","56,978","60,736","117,714"
Durango,30 a 34 años,"2,010","55,171","60,123","115,294"
Durango,35 a 39 años,"2,010","54,244","58,593","112,837"
Durango,40 a 44 años,"2,010","46,107","50,752","96,859"
Durango,45 a 49 años,"2,010","38,967","43,549","82,516"
Durango,50 a 54 años,"2,010","33,322","36,952","70,274"
Durango,55 a 59 años,"2,010","26,022","27,853","53,875"
Durango,60 a 64 años,"2,010","21,418","23,275","44,693"
Durango,65 a 69 años,"2,010","16,948","17,653","34,601"
Durango,70 a 74 años,"2,010","14,618","15,115","29,733"
Durango,No especificado,"2,010","14,203","14,205","28,408"
Durango,75 años y más,"2,010","19,638","21,016","40,654"
Estados Unidos Mexicanos,0 a 4 años,"2,010","5,346,943","5,181,379","10,528,322"
Estados Unidos Mexicanos,05 a 9 años,"2,010","5,604,175","5,443,362","11,047,537"
Estados Unidos Mexicanos,10 a 14 años,"2,010","5,547,613","5,392,324","10,939,937"
Estados Unidos Mexicanos,15 a 19 años,"2,010","5,520,121","5,505,991","11,026,112"
Estados Unidos Mexicanos,20 a 24 años,"2,010","4,813,204","5,079,067","9,892,271"
Estados Unidos Mexicanos,25 a 29 años,"2,010","4,205,975","4,582,202","8,788,177"
Estados Unidos Mexicanos,30 a 34 años,"2,010","4,026,031","4,444,767","8,470,798"
Estados Unidos Mexicanos,35 a 39 años,"2,010","3,964,738","4,328,249","8,292,987"
Estados Unidos Mexicanos,40 a 44 años,"2,010","3,350,322","3,658,904","7,009,226"
Estados Unidos Mexicanos,45 a 49 años,"2,010","2,824,364","3,104,366","5,928,730"
Estados Unidos Mexicanos,50 a 54 años,"2,010","2,402,451","2,661,840","5,064,291"
Estados Unidos Mexicanos,55 a 59 años,"2,010","1,869,537","2,025,828","3,895,365"
Estados Unidos Mexicanos,60 a 64 años,"2,010","1,476,667","1,639,799","3,116,466"
Estados Unidos Mexicanos,65 a 69 años,"2,010","1,095,273","1,221,992","2,317,265"
Estados Unidos Mexicanos,70 a 74 años,"2,010","873,893","1,000,041","1,873,934"
Estados Unidos Mexicanos,No especificado,"2,010","700,219","697,187","1,397,406"
Estados Unidos Mexicanos,75 años y más,"2,010","1,233,705","1,514,009","2,747,714"
Guanajuato,0 a 4 años,"2,010","277,260","270,206","547,466"
Guanajuato,05 a 9 años,"2,010","293,697","285,424","579,121"
Guanajuato,10 a 14 años,"2,010","293,612","286,988","580,600"
Guanajuato,15 a 19 años,"2,010","281,501","289,464","570,965"
Guanajuato,20 a 24 años,"2,010","230,992","262,175","493,167"
Guanajuato,25 a 29 años,"2,010","196,248","229,043","425,291"
Guanajuato,30 a 34 años,"2,010","187,888","219,824","407,712"
Guanajuato,35 a 39 años,"2,010","181,162","206,525","387,687"
Guanajuato,40 a 44 años,"2,010","150,828","173,826","324,654"
Guanajuato,45 a 49 años,"2,010","123,887","142,578","266,465"
Guanajuato,50 a 54 años,"2,010","105,052","120,708","225,760"
Guanajuato,55 a 59 años,"2,010","82,431","91,969","174,400"
Guanajuato,60 a 64 años,"2,010","65,751","74,478","140,229"
Guanajuato,65 a 69 años,"2,010","49,694","55,535","105,229"
Guanajuato,70 a 74 años,"2,010","40,438","46,212","86,650"
Guanajuato,No especificado,"2,010","15,500","15,653","31,153"
Guanajuato,75 años y más,"2,010","63,484","76,339","139,823"
Guerrero,0 a 4 años,"2,010","179,246","173,763","353,009"
Guerrero,05 a 9 años,"2,010","191,053","187,144","378,197"
Guerrero,10 a 14 años,"2,010","198,888","194,490","393,378"
Guerrero,15 a 19 años,"2,010","184,645","187,546","372,191"
Guerrero,20 a 24 años,"2,010","137,993","152,691","290,684"
Guerrero,25 a 29 años,"2,010","111,428","126,387","237,815"
Guerrero,30 a 34 años,"2,010","104,473","119,009","223,482"
Guerrero,35 a 39 años,"2,010","99,320","112,603","211,923"
Guerrero,40 a 44 años,"2,010","83,944","94,538","178,482"
Guerrero,45 a 49 años,"2,010","73,976","84,437","158,413"
Guerrero,50 a 54 años,"2,010","64,884","72,376","137,260"
Guerrero,55 a 59 años,"2,010","53,232","57,626","110,858"
Guerrero,60 a 64 años,"2,010","42,136","46,905","89,041"
Guerrero,65 a 69 años,"2,010","33,837","38,896","72,733"
Guerrero,70 a 74 años,"2,010","31,228","35,440","66,668"
Guerrero,No especificado,"2,010","11,066","8,542","19,608"
Guerrero,75 años y más,"2,010","44,212","50,814","95,026"
Hidalgo,0 a 4 años,"2,010","129,514","125,688","255,202"
Hidalgo,05 a 9 años,"2,010","137,456","133,725","271,181"
Hidalgo,10 a 14 años,"2,010","133,304","129,722","263,026"
Hidalgo,15 a 19 años,"2,010","134,493","135,109","269,602"
Hidalgo,20 a 24 años,"2,010","106,172","119,998","226,170"
Hidalgo,25 a 29 años,"2,010","91,783","109,251","201,034"
Hidalgo,30 a 34 años,"2,010","90,262","106,785","197,047"
Hidalgo,35 a 39 años,"2,010","88,478","102,653","191,131"
Hidalgo,40 a 44 años,"2,010","76,199","86,658","162,857"
Hidalgo,45 a 49 años,"2,010","65,837","74,488","140,325"
Hidalgo,50 a 54 años,"2,010","57,248","63,056","120,304"
Hidalgo,55 a 59 años,"2,010","46,282","48,983","95,265"
Hidalgo,60 a 64 años,"2,010","35,915","38,561","74,476"
Hidalgo,65 a 69 años,"2,010","27,765","29,904","57,669"
Hidalgo,70 a 74 años,"2,010","22,456","25,612","48,068"
Hidalgo,No especificado,"2,010","10,552","10,607","21,159"
Hidalgo,75 años y más,"2,010","31,506","38,996","70,502"
Jalisco,0 a 4 años,"2,010","353,751","341,197","694,948"
Jalisco,05 a 9 años,"2,010","369,308","357,767","727,075"
Jalisco,10 a 14 años,"2,010","362,097","352,296","714,393"
Jalisco,15 a 19 años,"2,010","360,175","354,828","715,003"
Jalisco,20 a 24 años,"2,010","329,145","339,943","669,088"
Jalisco,25 a 29 años,"2,010","287,723","304,310","592,033"
Jalisco,30 a 34 años,"2,010","263,140","284,977","548,117"
Jalisco,35 a 39 años,"2,010","258,270","276,964","535,234"
Jalisco,40 a 44 años,"2,010","213,669","232,932","446,601"
Jalisco,45 a 49 años,"2,010","175,474","196,067","371,541"
Jalisco,50 a 54 años,"2,010","152,109","172,168","324,277"
Jalisco,55 a 59 años,"2,010","120,383","133,997","254,380"
Jalisco,60 a 64 años,"2,010","99,337","111,128","210,465"
Jalisco,65 a 69 años,"2,010","73,976","81,361","155,337"
Jalisco,70 a 74 años,"2,010","55,172","63,032","118,204"
Jalisco,No especificado,"2,010","43,330","43,339","86,669"
Jalisco,75 años y más,"2,010","83,582","103,735","187,317"
México,0 a 4 años,"2,010","723,127","703,485","1,426,612"
